"subject" "activity" "Body Accelerometer [Time] - Jerk-mean-X" "Body Accelerometer [Time] - Jerk-mean-Y" "Body Accelerometer [Time] - Jerk-mean-Z" "Body Accelerometer [Time] - Jerk-std-X" "Body Accelerometer [Time] - Jerk-std-Y" "Body Accelerometer [Time] - Jerk-std-Z" "Body Gyroscope [Time] - Jerk-mean-X" "Body Gyroscope [Time] - Jerk-mean-Y" "Body Gyroscope [Time] - Jerk-mean-Z" "Body Gyroscope [Time] - Jerk-std-X" "Body Gyroscope [Time] - Jerk-std-Y" "Body Gyroscope [Time] - Jerk-std-Z" "Body Accelerometer [Time] - Mag-mean" "Body Accelerometer [Time] - Mag-std" "Gravity Accelerometer [Time] - Mag-mean" "Gravity Accelerometer [Time] - Mag-std" "Body Accelerometer [Time] - JerkMag-mean" "Body Accelerometer [Time] - JerkMag-std" "Body Gyroscope [Time] - Mag-mean" "Body Gyroscope [Time] - Mag-std" "Body Gyroscope [Time] - JerkMag-mean" "Body Gyroscope [Time] - JerkMag-std" "Body Accelerometer [Frequency] - Jerk-mean-X" "Body Accelerometer [Frequency] - Jerk-mean-Y" "Body Accelerometer [Frequency] - Jerk-mean-Z" "Body Accelerometer [Frequency] - Jerk-std-X" "Body Accelerometer [Frequency] - Jerk-std-Y" "Body Accelerometer [Frequency] - Jerk-std-Z" "Body Accelerometer [Frequency] - Jerk-meanFreq-X" "Body Accelerometer [Frequency] - Jerk-meanFreq-Y" "Body Accelerometer [Frequency] - Jerk-meanFreq-Z" "Body Accelerometer [Frequency] - Mag-mean" "Body Accelerometer [Frequency] - Mag-std" "Body Accelerometer [Frequency] - Mag-meanFreq" "Body Accelerometer [Frequency] - JerkMag-mean" "Body Accelerometer [Frequency] - JerkMag-std" "Body Accelerometer [Frequency] - JerkMag-meanFreq" "Body Gyroscope [Frequency] - Mag-mean" "Body Gyroscope [Frequency] - Mag-std" "Body Gyroscope [Frequency] - Mag-meanFreq" "Body Gyroscope [Frequency] - JerkMag-mean" "Body Gyroscope [Frequency] - JerkMag-std" "Body Gyroscope [Frequency] - JerkMag-meanFreq"
11 "LAYING" 0.0766645337017544 0.0122193853629825 0.00277690502070175 -0.985259108596491 -0.972777455263158 -0.982111784210526 -0.102297501877193 -0.0412391429298246 -0.0666957489649123 -0.981724838421053 -0.990845724736842 -0.986549063333333 -0.980621180175439 -0.972891829473684 -0.980621180175439 -0.972891829473684 -0.983330628421053 -0.976504858596491 -0.952523752105263 -0.954713182807018 -0.990641248245614 -0.984476476666667 -0.984884874385965 -0.973882496666667 -0.979564844210526 -0.987122678245614 -0.973486716315789 -0.983302949122807 0.178104551486316 0.00344999603508772 0.0300169449866667 -0.973994004561404 -0.976037695614035 0.336010660578947 -0.976940774561403 -0.975126531403509 0.29574789545614 -0.967093356491228 -0.954849053508772 0.0406004062738596 -0.985978837192982 -0.983569468245614 0.256034976912281
12 "LAYING" 0.0854295393833333 0.00774408308 -0.0043714837772 -0.969276283333333 -0.962639526833333 -0.970629308166667 -0.0990402297166667 -0.0410675310833333 -0.0678909002816667 -0.9671982025 -0.965900370833333 -0.969953929666667 -0.9482046755 -0.936542686833333 -0.9482046755 -0.936542686833333 -0.969843834166667 -0.962580915166667 -0.9308405935 -0.935725715833333 -0.971067768833333 -0.962012018333333 -0.968742758833333 -0.963223332 -0.967149695166667 -0.972820011166667 -0.964703656833333 -0.972713844666667 0.083907082125 -0.017661749435 0.0239504464626667 -0.9438674399 -0.942133255166667 0.0818083852738333 -0.962448418666667 -0.961653004 0.15706511695 -0.9454970225 -0.940373827666667 0.00220615496116666 -0.963949607166667 -0.961911612333333 0.022700424095
13 "LAYING" 0.0767774832096774 0.0183441894580645 -0.00988389709596774 -0.98541995 -0.980152342903226 -0.983070657419355 -0.101835573822581 -0.0417744000370968 -0.0648770419677419 -0.981404742903226 -0.978854747419355 -0.989801549193548 -0.960517768225806 -0.947944746612903 -0.960517768225806 -0.947944746612903 -0.985467853870968 -0.980066243387097 -0.944303111935484 -0.944687480967742 -0.98544626483871 -0.975113305645161 -0.985199684354839 -0.980375137419355 -0.980994601935484 -0.98707817516129 -0.981394261612903 -0.983670049354839 0.169895805430645 0.0656536996983871 0.0584183074479032 -0.959535493548387 -0.949431319193548 0.0815111222612903 -0.980754385967742 -0.978044349516129 0.300750657951613 -0.957681621290323 -0.946133432096774 0.050207734033871 -0.978150814032258 -0.972798632258065 0.0544469963870968
14 "LAYING" 0.098140384845098 -0.00831507059607843 -0.0323601505045098 -0.971473557058824 -0.96812761745098 -0.972431855490196 -0.105446637019608 -0.0372677398193922 -0.0566171868039216 -0.970274962745098 -0.968042893529412 -0.979711372941176 -0.905978250196078 -0.856593119215686 -0.905978250196078 -0.856593119215686 -0.972576392941176 -0.966450909019608 -0.904665418431373 -0.913433185882353 -0.975621183137255 -0.964009921960784 -0.972010709215686 -0.969342124313725 -0.968593195686275 -0.973491388039216 -0.969113291372549 -0.97491443 -0.158599091641176 -0.231153333607843 -0.0887922483196078 -0.899463668843137 -0.859606047058823 -0.131771172645098 -0.96798859627451 -0.963607433921569 0.175722996629412 -0.930151731176471 -0.917760104901961 -0.190837039343137 -0.966455343137255 -0.963666018039216 0.121643800647059
15 "LAYING" 0.0767515438611111 0.0123984271386111 -0.00443927981861111 -0.981739386805556 -0.970921587777778 -0.978402956527778 -0.102266714236111 -0.0415878968152778 -0.0624334556236111 -0.97392395125 -0.980482834444444 -0.980112732777778 -0.955340661527778 -0.943314107916667 -0.955340661527778 -0.943314107916667 -0.979890228194444 -0.973644462777778 -0.944605127222222 -0.924043007638889 -0.983235025416667 -0.973650041666667 -0.981329999027778 -0.970833221666667 -0.97477568375 -0.983949290694444 -0.973215319722222 -0.980745097361111 0.114787481842222 0.0141056829361111 0.00103397312222222 -0.956001034027778 -0.94550856 0.127358410820833 -0.973681222777778 -0.972530077916667 0.273485129381944 -0.946812642361111 -0.923682244861111 -0.196344267730556 -0.975727853888889 -0.972645710694444 0.0886671328836111
16 "LAYING" 0.0783960268571429 0.0132805054325714 -0.00154105089764286 -0.988416723857143 -0.984867286857143 -0.987644127 -0.1022095722 -0.0347735325871429 -0.0576790435142857 -0.985835459428571 -0.989046576 -0.994465157714286 -0.961834634857143 -0.957895927714286 -0.961834634857143 -0.957895927714286 -0.988349656571429 -0.987891003571429 -0.951777099571429 -0.959020036285714 -0.990839526285714 -0.988212425428571 -0.988580046285714 -0.984752927142857 -0.985544945285714 -0.989287359142857 -0.986215013 -0.988348904571429 0.06559671734 -0.0185799188572857 0.0652078600842857 -0.968020521285714 -0.958111895857143 -0.121302340485714 -0.987514525142857 -0.98724716 0.353266127962857 -0.970249638857143 -0.958975084 -0.124998552485714 -0.988695277714286 -0.988058401142857 0.090987582813
17 "LAYING" 0.077908974656338 0.00706867100408451 -0.000143542544507042 -0.981489017183099 -0.976960542816901 -0.98281300056338 -0.102049763957746 -0.0361961143943662 -0.0604927046338028 -0.980792372112676 -0.983135596619718 -0.988221713380282 -0.953021411126761 -0.948257993521127 -0.953021411126761 -0.948257993521127 -0.981607627887324 -0.980126745352113 -0.960733121690141 -0.959325498732394 -0.985542411126761 -0.982038121126761 -0.98147206915493 -0.977212387746479 -0.98038005915493 -0.983213244366197 -0.978343915774648 -0.983854158873239 0.188447976580282 0.0279305879725352 0.0265752327492958 -0.961046326338028 -0.949042531690141 -0.0494678208816901 -0.979687318732394 -0.979657231408451 0.374273668633803 -0.969014444788732 -0.96002383915493 -0.0465567390414085 -0.982765526478873 -0.981983437605634 0.242850862323944
18 "LAYING" 0.0749985010769231 0.0117018961415385 -0.00121344813430769 -0.985921071076923 -0.985554339384615 -0.990660246153846 -0.0997154236307692 -0.0393440191846154 -0.0593135986615385 -0.996104441384615 -0.990547638769231 -0.992548101846154 -0.986456241538462 -0.986464542615385 -0.986456241538462 -0.986464542615385 -0.98832154 -0.989526277538462 -0.980740846769231 -0.980560877846154 -0.993095122615385 -0.992153054 -0.986404709384615 -0.985865325230769 -0.989116865846154 -0.986641245846154 -0.986210701230769 -0.990744752923077 0.159761097664615 0.0551692814758462 0.166856209441538 -0.986788412 -0.987648484461539 0.339472649138462 -0.988548418307692 -0.989710656769231 0.393635924092308 -0.984329092153846 -0.981468841692308 0.159375426572308 -0.991901007538462 -0.992737961692308 0.320132235323077
19 "LAYING" 0.0772317998650602 0.011149573306747 -0.000988690855325301 -0.983605223493976 -0.974524522650602 -0.988260181084337 -0.0956018266746988 -0.0371476597051807 -0.0599161477951807 -0.976105663493976 -0.984607728915663 -0.986958363975904 -0.96626080686747 -0.963193489036145 -0.96626080686747 -0.963193489036145 -0.98478434 -0.980668287831325 -0.953263432771084 -0.955906646506024 -0.985342497710843 -0.980245510843374 -0.983478561807229 -0.974878270963855 -0.986506488795181 -0.985278006987952 -0.975964111566265 -0.988558703373494 0.135277438 0.0838227031284337 0.117028928487952 -0.971957401325301 -0.964056773975904 0.168481196584337 -0.980621564096386 -0.979452188433735 0.211317149549398 -0.965624724457831 -0.957496024457831 0.0778651216506024 -0.981890470361446 -0.97932784746988 0.0457006718048193
20 "LAYING" 0.0892716006470588 0.00110822495382353 -0.00309891846569118 -0.984270728235294 -0.977002606764706 -0.984989224117647 -0.0995033069117647 -0.038776298 -0.0610028293088235 -0.989283577352941 -0.981540062058823 -0.986670534411765 -0.960743126176471 -0.939489444558824 -0.960743126176471 -0.939489444558824 -0.984670073823529 -0.980161687058824 -0.9604473725 -0.962153597941176 -0.986749500882353 -0.981079301617647 -0.983889985147059 -0.9772207075 -0.982876212058823 -0.986213883088235 -0.978451446764706 -0.985707806323529 0.116642082939706 0.0212201874367647 0.0284929205607353 -0.952827071323529 -0.9418940855 0.187758018548529 -0.979695458088235 -0.979565196911765 0.262706879425 -0.969832241176471 -0.964205915441177 0.0116918216382353 -0.981119820588235 -0.981986152941177 0.199653647476471
21 "LAYING" 0.0820150201077778 0.0119943671007778 -0.0139053438591111 -0.984826520888889 -0.971584753222222 -0.983977644222222 -0.0964118375066667 -0.0346275066055556 -0.0601398663555556 -0.984643717333333 -0.981998497777778 -0.988749495666667 -0.952596583222222 -0.942186431444444 -0.952596583222222 -0.942186431444444 -0.982800330555556 -0.978552618777778 -0.949278890222222 -0.949289148 -0.985915906888889 -0.982246471555556 -0.984188841222222 -0.972039417111111 -0.981630805333333 -0.987061376777778 -0.973164432777778 -0.984925270666667 0.0883780669131111 -0.0257551308055556 0.043929421471 -0.953769071222222 -0.944449070888889 -0.101802808811111 -0.978444123888889 -0.977604878888889 0.299647660524444 -0.962349012888889 -0.949736575111111 -0.20657270175 -0.982993315111111 -0.982305117444444 0.209995237416667
22 "LAYING" 0.0752202242222222 0.00459834754236111 -0.00467438744166667 -0.970355191527778 -0.955151526805556 -0.974527011944444 -0.100203934722222 -0.037608730565 -0.0702723568194445 -0.972092602916667 -0.980484171388889 -0.978636301805555 -0.934993799305556 -0.909407761152778 -0.934993799305556 -0.909407761152778 -0.971169779305556 -0.959849821805556 -0.926616373333333 -0.923911565972222 -0.981716936388889 -0.974201690972222 -0.969570326944444 -0.954833264305556 -0.970918941666667 -0.974126068055556 -0.9589609575 -0.976833164027778 0.0734034055506944 -0.12196479475 0.0415523452236111 -0.929818990972222 -0.913267251263889 0.0988290426666667 -0.962654791527778 -0.955635614444444 0.208852833405556 -0.946055840972222 -0.923552358194444 -0.0786142233430556 -0.976638980972222 -0.972789020833333 0.112423708402778
23 "LAYING" 0.0831787608333333 0.01535144005125 -0.00628235060277778 -0.986360446805556 -0.988611616666667 -0.984663476666667 -0.102024922819444 -0.0372449750569444 -0.0621991626111111 -0.985027850416667 -0.979427763472222 -0.994908984861111 -0.962959196805556 -0.957871990555555 -0.962959196805556 -0.957871990555555 -0.987010197361111 -0.986685651527778 -0.949418000972222 -0.957227585972222 -0.984557478611111 -0.981314831666667 -0.986204659166667 -0.988230264166667 -0.982415511805556 -0.987840852638889 -0.989995616944444 -0.985502011944444 0.206066869445833 0.0982745766404167 0.230107945944444 -0.967747053194444 -0.958465695416667 0.0359321171277778 -0.985905703888889 -0.986540200694444 0.338094710990278 -0.966239347916667 -0.959025538194444 0.102453271218056 -0.981846854305556 -0.98158514125 0.225885068995833
24 "LAYING" 0.08072123275 0.0119819524179167 -0.00589225849902778 -0.98636543375 -0.982430495 -0.983087366805556 -0.102813809652778 -0.0382323710416667 -0.0624116966805556 -0.979865720555556 -0.978091312777778 -0.992381595972222 -0.9718540425 -0.969354834166667 -0.9718540425 -0.969354834166667 -0.985529270555556 -0.983605927361111 -0.953791512638889 -0.957829934722222 -0.982780873888889 -0.978659102222222 -0.985998546805556 -0.982140613888889 -0.981549689583333 -0.988140517777778 -0.984124532361111 -0.983185637916667 0.152359886551389 0.0753041126791667 0.0862692032513889 -0.973171068055556 -0.971063024027778 0.0811245566805556 -0.983108084305556 -0.98328511625 0.347309299402778 -0.964001383472222 -0.961369084583333 0.0544279335515278 -0.978596740694444 -0.980096981111111 0.261813945015278
25 "LAYING" 0.0879071687671233 0.0284619311524658 -0.0307179435315068 -0.973323412328767 -0.945687169726027 -0.96783552630137 -0.101646999342466 -0.0426718870280822 -0.0596922147205479 -0.957381145068493 -0.971564323013699 -0.974242254520548 -0.56047777609589 -0.649254767945205 -0.56047777609589 -0.649254767945205 -0.962161355890411 -0.961931605342466 -0.809688545342466 -0.856017369726027 -0.969783262465753 -0.96830952260274 -0.972859085753425 -0.946802003561644 -0.962632674520548 -0.976423984657534 -0.948414293561644 -0.971885370136986 -0.0416113196575342 -0.279813645884932 -0.109253586720137 -0.774481943616438 -0.651353241643836 -0.241575056393973 -0.96008314739726 -0.963601212876712 0.200493940424658 -0.910126993561644 -0.850661340684931 -0.334849564949315 -0.96825160890411 -0.970457947534247 0.0859903395931507
26 "LAYING" 0.0866502529210526 0.0124420033513158 -0.00614755098663158 -0.989315824868421 -0.987182887763158 -0.989064628947368 -0.100368640868421 -0.0396682720394737 -0.0711533355789474 -0.992665154868421 -0.989063341973684 -0.993759841842105 -0.976785042368421 -0.964355190394737 -0.976785042368421 -0.964355190394737 -0.989970604210526 -0.989101949473684 -0.951863594736842 -0.965676821973684 -0.99219798 -0.989917354473684 -0.989224043947368 -0.987115080789474 -0.987308252236842 -0.990410106973684 -0.988238648552632 -0.989370490789474 0.137090425315789 0.127044302263158 0.148820983839737 -0.969269114078947 -0.966576631710526 0.277268278907895 -0.989138184473684 -0.987901463289474 0.350704034325 -0.974305179605263 -0.96613921868421 0.111740579146316 -0.990430914078947 -0.989628012236842 0.239935477563158
27 "LAYING" 0.0766268551324324 0.0126491088851351 -0.000685549292837838 -0.986471899324324 -0.985159461756757 -0.989685146621622 -0.101147695256757 -0.0362186160902703 -0.0642797849864865 -0.993503720810811 -0.993025877297297 -0.993296720540541 -0.982091652162162 -0.978920176216216 -0.982091652162162 -0.978920176216216 -0.988372773648649 -0.988586771351351 -0.966917594459459 -0.971915732837838 -0.994355043783784 -0.993484313243243 -0.986679572567568 -0.985257277297297 -0.988033129054054 -0.987477465405405 -0.986116008783784 -0.989901169864865 0.0961256024564865 0.0629930660081081 0.148092918859459 -0.981389017702703 -0.980296339054054 0.368679681202703 -0.988098902567568 -0.988174859594595 0.405104858945946 -0.979890667972973 -0.971806236756757 0.174311654377973 -0.993563778648649 -0.993552299324324 0.348321453205405
28 "LAYING" 0.0780770644 0.005939923320625 0.006009719386425 -0.9801647165 -0.97867953975 -0.973071655875 -0.1045116270375 -0.03560100499625 -0.05345019146375 -0.9608029485 -0.98039978225 -0.981418916 -0.95811223025 -0.9545740295 -0.95811223025 -0.9545740295 -0.978455341875 -0.973312647875 -0.93710692125 -0.928940913375 -0.978220270625 -0.96977327725 -0.980013419 -0.978094827375 -0.970251565375 -0.98220590125 -0.981117467 -0.974530843125 0.104292020185 0.0010860935176125 0.038219081345 -0.961035587625 -0.95756401875 0.038386092475 -0.9734362485 -0.972336128625 0.26685931489625 -0.944218369375 -0.931675004125 -0.18113593077125 -0.971830582375 -0.96931982125 0.01188286097125
29 "LAYING" 0.0718861195971014 0.0116912059556522 0.00241542784130435 -0.99200598942029 -0.989513565652174 -0.993288313333333 -0.0995339880724638 -0.0386768295072464 -0.0674469666086956 -0.99654254057971 -0.997081575652174 -0.995380794637681 -0.986493196666667 -0.981572147681159 -0.986493196666667 -0.981572147681159 -0.992725367826087 -0.994646916811594 -0.971923623043478 -0.977040093043478 -0.997322526811594 -0.997666071594203 -0.992153982028986 -0.989398823913043 -0.992018447826087 -0.99254347826087 -0.990468082753623 -0.993107759855072 0.138616312664928 0.134734984846377 0.165235128105797 -0.986800645362319 -0.981599783623188 0.435846931652174 -0.993998275797101 -0.994366667681159 0.488088499666667 -0.98400134173913 -0.976679046231884 0.233760096173913 -0.997617389275362 -0.99758523057971 0.426301679855072
30 "LAYING" 0.0752196666428571 0.0107680190087143 -0.000374189681428571 -0.977463775571429 -0.971049778142857 -0.979517896142857 -0.102277358585714 -0.0384875867528571 -0.0595736770285714 -0.983775833714286 -0.980357062142857 -0.980768874571429 -0.969829984285714 -0.960167907285714 -0.969829984285714 -0.960167907285714 -0.97923282 -0.969642290285714 -0.962284921142857 -0.951264441 -0.985086413428571 -0.976177142571429 -0.976887901571429 -0.971696279857143 -0.975632420428571 -0.980350748142857 -0.972434196714286 -0.982281553142857 0.0410381510042857 -0.141961208041714 0.0650536847772571 -0.962840820428571 -0.964051810714286 0.17601722025 -0.969949269571429 -0.968087778 0.172121086168571 -0.962001199 -0.952644449285714 -0.0802049169128571 -0.977821335571429 -0.975481548714286 0.107252553754286
